img_id,hsv_mean_h,hsv_mean_s,hsv_mean_v,hsv_std_h,hsv_std_s,hsv_std_v,sp_hsv_std_h,sp_hsv_std_s,sp_hsv_std_v,rel_hsv_diff_h,rel_hsv_diff_s,rel_hsv_diff_v,symmetry,border,diameter,processing_status,error_message
PAT_1516_1765_530.png,0.5968854547129769,0.7247068498542426,0.5599113636875872,0.006252773920432932,0.07409291518798007,0.048777465559132024,0.006173652083754453,0.08105310437115017,0.04885001134376451,0.009992829299935677,0.19451926441734246,0.08508576157692427,0.7410315959173419,0.7676124116673417,0.859375,success,
PAT_46_881_939.png,0.7458074277971851,0.14441294751149727,0.6883113411679169,0.053330182214852605,0.034939442917124496,0.023333276926301535,0.050143468894119296,0.03257505556512945,0.02094330514811028,0.06134038942429009,0.029965235794126438,0.003169275304782504,0.732747107472363,0.573838686892446,0.9609375,success,
PAT_1545_1867_547.png,0.7238821249776899,0.1760087656926221,0.8948219318849889,0.03345695916574126,0.011283070148985181,0.07816821171140674,0.032589198752292575,0.012068852701589031,0.07734274251696507,0.009387589401664165,0.011819862237638395,0.03289899113554928,0.6819306608770155,0.6034742505357125,1.0,success,
PAT_1989_4061_934.png,0.6464029960100997,0.21556161585882255,0.6068504985736759,0.027128574113819755,0.06482154576507095,0.02942583620036855,0.026053700538129384,0.06428381366462724,0.030216940533997698,0.0354736270834885,0.02136354790747136,0.0003450617532785305,0.6917635357355216,0.7657634946304875,0.98046875,success,
PAT_684_1302_588.png,0.6699128358449986,0.3968903856166184,0.5271579303685346,0.01513823097833382,0.05892451161591495,0.036768209253351,0.015137262306350412,0.0594027412721115,0.03345677362698108,0.02712807530440655,0.050079508526435335,0.010655257994801826,0.8812807115563794,0.832369890317704,1.0,success,
PAT_1549_1882_230.png,0.5670219233565068,0.17200667693748478,0.46247555699262477,0.049824589387289606,0.0643683373919046,0.06937015334409354,0.04102029722705685,0.057510326147664055,0.06576364539017332,0.029978023982920217,0.0028623681534757917,0.07554560815213351,0.9060159509323997,0.8571223543161426,1.0,success,
PAT_778_1471_835.png,0.6065384865668235,0.42058105585602834,0.8255396544297133,0.007944680044067965,0.047343981507340975,0.04694022059073068,0.006948889977237474,0.04154051086093425,0.03578364371152076,0.009581774598958266,0.0761586426960078,0.0443582672857894,0.8407485218576722,0.8420324196666232,1.0,success,
PAT_705_4015_413.png,0.7039157136870184,0.1392520285876067,0.6479567369011785,0.05297968311316862,0.040713218770328706,0.03933366803025666,0.04694806855121115,0.038114401933568604,0.03590136440514406,0.043582086391439,0.010546545715893946,0.014565233994506377,0.5607246711547342,0.4941769605128625,0.98046875,success,
PAT_2140_4726_141.png,0.6535726819129318,0.40884827200893925,0.8620111563395145,0.017052767582209676,0.08743944125726567,0.03742047468264913,0.01521848677865484,0.07791680222353037,0.029115198081960184,0.01670448815435566,0.074151871813871,0.01742848219406179,0.6267811300142396,0.6605099394728666,0.95703125,success,
PAT_967_1827_247.png,0.7139503062107172,0.5213604025681069,0.8603466558698208,0.014522796952397386,0.15727100614634493,0.10914543160791634,0.011794447798436596,0.1519878660248826,0.09951592361478998,0.005534497962954138,0.10447140074707612,0.05813045419666796,0.7964053730213786,0.7298131104285577,0.975,success,
PAT_2088_4524_465.png,0.5965427900090489,0.5354207934109039,0.602242503386987,0.01174026467804747,0.0890634100545545,0.11253026115203063,0.0110705252927041,0.06843401051777491,0.100153714294226,0.010895158001608726,0.07349639877644598,0.12989655164272473,0.8930624268629338,0.8480816251096084,1.0,success,
PAT_636_1204_521.png,0.62560424207731,0.4222141382611595,0.40225777209292773,0.02951331555757306,0.116403989386697,0.09204427739161339,0.023351264290146317,0.09486051403595896,0.07953875936974372,0.027359401838524474,0.10949830565946211,0.0063033124275438945,0.7243801781214705,0.5625637678344998,1.0,success,
