img_id,hsv_mean_h,hsv_mean_s,hsv_mean_v,hsv_std_h,hsv_std_s,hsv_std_v,sp_hsv_std_h,sp_hsv_std_s,sp_hsv_std_v,rel_hsv_diff_h,rel_hsv_diff_s,rel_hsv_diff_v,symmetry,border,diameter,processing_status,error_message
PAT_1516_1765_530.png,0.5968116642973145,0.7215925964991126,0.56234936416291,0.006291497554081678,0.07470358697952992,0.04959856073766024,0.006266087061749572,0.08166543720315678,0.04907934643100118,0.009937414647194092,0.18849993628512185,0.0836081459758703,0.738506036996911,0.7769824067007008,0.859504132231405,success,
PAT_46_881_939.png,0.7312108546305436,0.20061785144985056,0.6687424599651609,0.062350753850358535,0.1317853587048985,0.04303861033533881,0.05686913945477683,0.12476400307719504,0.03875393269165705,0.06588486032485102,0.04827654854048488,0.01700650615486421,0.734335796442402,0.5791518460394469,0.9602739726027397,success,
PAT_1545_1867_547.png,0.6748718271220129,0.49514623201956565,0.6064426198049151,0.009140036753759455,0.05858206764807376,0.0696100011206504,0.007574717697176769,0.05189726522448884,0.06734230114098294,0.012132480956984892,0.0776835264762532,0.09298430754623666,0.680112040578572,0.6251634324426469,1.0,success,
PAT_1989_4061_934.png,0.646455017402229,0.21499030535128205,0.6087482927624708,0.027248235439209977,0.06470233892818349,0.02972775123347092,0.026081288747987433,0.06380693995965475,0.030373753320538377,0.034894583400616436,0.020770318600901033,0.0006742536972703661,0.6909980365115314,0.7793220040033234,0.9790940766550522,success,
PAT_684_1302_588.png,0.6699098406940134,0.3975852095203989,0.5265093981686195,0.015144555775342836,0.05975623689375569,0.038256223111186455,0.01509328041404141,0.05982690160071383,0.03448679990929742,0.027132779162931244,0.050404854257098175,0.010770461201802695,0.8812807115563794,0.832369890317704,1.0,success,
PAT_1549_1882_230.png,0.5559386616934465,0.1579438075752265,0.4851796804453224,0.06313613726764199,0.0747302332192855,0.1093841759690958,0.04544394579262286,0.0582067670990826,0.07713979052730682,0.03946535922796109,0.010903081360853356,0.06303384684284924,0.9060159509323997,0.8571223543161426,1.0,success,
PAT_778_1471_835.png,0.6065384865668235,0.42058105585602834,0.8255396544297133,0.007944680044067965,0.047343981507340975,0.04694022059073068,0.006948889977237474,0.04154051086093425,0.03578364371152076,0.009581774598958266,0.0761586426960078,0.0443582672857894,0.8407485218576722,0.8420324196666232,1.0,success,
PAT_705_4015_413.png,0.7039475404136586,0.13890822981191678,0.6499379607849087,0.05324689265218642,0.04082123379042863,0.0403435140989036,0.04580534587001896,0.03749753436032395,0.0351892035337232,0.033216336700942706,0.005088897688789146,0.007455565427238242,0.5617824371767137,0.49632210579364133,0.9802414928649835,success,
PAT_2140_4726_141.png,0.6541171513538984,0.40123737233826434,0.8649907278552177,0.018796983469952764,0.10542293361622454,0.06945437046130241,0.014873983343184892,0.07870732035090877,0.03451054906114299,0.016847405293907356,0.06832432971734198,0.014033617895517048,0.6260470109738987,0.6761869323030152,0.9571865443425076,success,
PAT_967_1827_247.png,0.7139503062107172,0.5213604025681069,0.8603466558698208,0.014522796952397386,0.15727100614634493,0.10914543160791634,0.011794447798436596,0.1519878660248826,0.09951592361478998,0.005534497962954138,0.10447140074707612,0.05813045419666796,0.7964053730213786,0.7298131104285577,0.975,success,
PAT_2088_4524_465.png,0.5965427900090489,0.5354207934109039,0.602242503386987,0.01174026467804747,0.0890634100545545,0.11253026115203063,0.0110705252927041,0.06843401051777491,0.100153714294226,0.010895158001608726,0.07349639877644598,0.12989655164272473,0.8930624268629338,0.8480816251096084,1.0,success,
PAT_636_1204_521.png,0.62560424207731,0.4222141382611595,0.40225777209292773,0.02951331555757306,0.116403989386697,0.09204427739161339,0.023351264290146317,0.09486051403595896,0.07953875936974372,0.027359401838524474,0.10949830565946211,0.0063033124275438945,0.7243801781214705,0.5625637678344998,1.0,success,
PAT_38_54_234.png,0.6409979803108148,0.38835185773085296,0.7040061222924168,0.013559871037110753,0.058610576370440724,0.02839290144162027,0.012592569245851318,0.04755879989527562,0.01682654361187812,0.015702297745563955,0.03840661277797203,0.008909182249619008,0.8935878379463373,0.8587766128008161,0.9704510108864697,success,
PAT_741_1401_619.png,0.6611393747313407,0.2506540182690933,0.6068119877731405,0.039946676023744326,0.0937338202256248,0.08937459590160632,0.017863493931264896,0.07987780958346272,0.0818958269309137,0.0187442574993914,0.023821912524158634,0.009207900138771596,0.6552574552499082,0.76950604049994,0.9345417925478349,success,
PAT_380_1540_959.png,0.6488986926207303,0.35555826601605367,0.5991915892655632,0.025575679028100595,0.0875501789696278,0.05000306841790095,0.022785550610020328,0.08369596385864893,0.048791521643869205,0.032140152976126754,0.010719975432492757,0.02614832168158021,0.8778521020916796,0.8406062910192906,0.9761215629522432,success,
PAT_1783_3414_120.png,0.6205776036293369,0.1827509090478007,0.5522504251563217,0.06482844427563195,0.0725159690930769,0.06540165135339643,0.06950983975360217,0.06446915680438572,0.0593067071162264,0.01061401188187282,0.008734082357531259,0.06258385062241656,0.7793464854603888,0.7231158997062825,0.9571639586410635,success,
PAT_759_1538_566.png,0.6511596017610993,0.5240654844299815,0.7115484461115895,0.0067144408266859934,0.09526171752056779,0.03691714681371606,0.0058126146907840695,0.09295638867869074,0.03467334198435468,0.007911271145760108,0.009305767704931078,0.015251341035994015,0.8889708226892996,0.8606827875893152,1.0,success,
