image,asymmetry,border,diameter,hsv_mean_h,hsv_mean_s,hsv_mean_v,hsv_var_h,hsv_std_s,hsv_std_v,sp_hsv_var_h,sp_hsv_std_s,sp_hsv_std_v,rel_hsv_diff_h,rel_hsv_diff_s,rel_hsv_diff_v
data/imgs/PAT_1516_1765_530.png,0.8668144971326683,0.7720215248033698,417,0.06985074477630807,0.7205046609506827,0.562846019979293,0.0006548095495828576,0.07574550675205927,0.049876964038774424,0.0005096793174743652,0.06606414169073105,0.04445945844054222,0.008871488273143768,0.1929975152015686,-0.08142733573913574
data/imgs/PAT_46_881_939.png,0.8597520814935108,0.576018470197658,701,0.9358654494216802,0.20064485827821602,0.6687104560080177,0.07342904834788744,0.13169366619736586,0.04304776971160959,0.05481839179992676,0.13299047946929932,0.03854041546583176,0.08619242906570435,-0.04455941915512085,0.02951180934906006
data/imgs/PAT_1545_1867_547.png,0.8177919947053074,0.6221438167136503,363,0.9919895710248082,0.49463059872043796,0.6070278043741112,0.001594394070596361,0.05887724079779427,0.06993713541845197,0.0006890296936035156,0.04117213562130928,0.05894877389073372,0.02413254976272583,0.10246884822845459,-0.08394056558609009
data/imgs/PAT_1989_4061_934.png,0.8157225320416751,0.780088023062126,282,0.02055875181912036,0.21529187309327832,0.6087058363116304,0.014584835150700304,0.06482451338628736,0.029778375776544477,0.013219714164733887,0.06039499491453171,0.02399127185344696,0.043848372995853424,0.05347143113613129,-0.04806339740753174
data/imgs/PAT_684_1302_588.png,0.9289665541400446,0.8288977048964798,249,0.9970499702407714,0.39757282582519954,0.5264360182244864,0.004605851390763305,0.06021974660181281,0.03845176285098301,0.003897726535797119,0.056149620562791824,0.03161970153450966,0.0584295392036438,0.11997523903846741,-0.028422772884368896
data/imgs/PAT_1549_1882_230.png,0.9417617526239426,0.8519795533817054,175,0.110414612673325,0.1581358380733874,0.4855668018005925,0.0673152517096931,0.07462876317991052,0.10920246390234578,0.029726028442382812,0.05865484103560448,0.058523356914520264,0.03686705231666565,-0.031315356492996216,-0.06228429079055786
data/imgs/PAT_778_1471_835.png,0.9004457652236223,0.8316393644735947,45,0.05958487107510396,0.41799278245814164,0.826062091503268,0.001329116023319532,0.05000504355227423,0.04677975834039624,0.0007750391960144043,0.03558282181620598,0.032646987587213516,0.0020534582436084747,0.0898805558681488,-0.06619393825531006
data/imgs/PAT_1995_4080_695.png,0.8555845001614204,0.720661838446246,203,0.009731836305561197,0.4234324018919234,0.5201655502551402,0.01247187014947937,0.17389412984475963,0.15288943891947318,0.006374537944793701,0.14570099115371704,0.14059984683990479,0.011151560582220554,0.04956349730491638,-0.06410562992095947
data/imgs/PAT_705_4015_413.png,0.6974258904955193,0.4965053283930491,894,0.9631078036738697,0.13890864963585695,0.649933819449146,0.05417674468014533,0.04083744031308089,0.04037494508609553,0.0378076434135437,0.036635685712099075,0.033229053020477295,0.04924881458282471,-0.034230560064315796,0.029162883758544922
data/imgs/PAT_2140_4726_141.png,0.8193235650543078,0.6807301392519339,314,0.012771174174518498,0.4020539118193947,0.8645491484302453,0.006603355981295023,0.1057388769686418,0.070171955614062,0.003679335117340088,0.07634533941745758,0.0334521159529686,0.02876056358218193,-0.11112096905708313,0.051465392112731934
data/imgs/PAT_967_1827_247.png,0.9194630872395066,0.7468948508228856,40,0.9506098433073913,0.5076766170654193,0.8673459383753502,0.00790009527494262,0.1640681682267398,0.10912042149362756,0.0041831135749816895,0.14877992868423462,0.0935685932636261,0.013933897018432617,0.24758854508399963,0.049419283866882324
data/imgs/PAT_2088_4524_465.png,0.9291040215121267,0.8418087854269743,110,0.07007093285666924,0.5339523954324106,0.6047245450956464,0.0025284188796598217,0.08870862739309322,0.112657686123648,0.0020728707313537598,0.06221281737089157,0.09513697773218155,0.011061035096645355,0.05559644103050232,-0.1018073558807373
data/imgs/PAT_636_1204_521.png,0.8346858709083491,0.5576353421533118,189,0.04075383283589567,0.42174602979538117,0.402003143661874,0.01604763859358549,0.11653295990990842,0.09180347995719076,0.007346093654632568,0.07153282314538956,0.0730547308921814,0.0017968565225601196,0.1163785457611084,-0.027676403522491455
data/imgs/PAT_38_54_234.png,0.9407955998883688,0.8591061983187301,625,0.025648721252657464,0.3881593949113145,0.7040530249522607,0.0034439416208172924,0.058627816191489726,0.028399591095849153,0.0026162266731262207,0.04351884871721268,0.014751361683011055,0.02162371389567852,0.07455116510391235,-0.02643507719039917
data/imgs/PAT_741_1401_619.png,0.8135249313885553,0.7667390047238816,929,0.005656475296704298,0.25055833446378706,0.6067562069130518,0.014969115708529213,0.09368390058974461,0.0894093200209848,0.0035335421562194824,0.07339510321617126,0.07110680639743805,0.04823167249560356,0.058882758021354675,0.032186686992645264
data/imgs/PAT_380_1540_959.png,0.9340270395621303,0.8401659368222663,1350,0.017758892680531387,0.35553241588668905,0.5991493769096009,0.012789817614188181,0.08759500172017087,0.050040137337732125,0.0073226094245910645,0.07556980103254318,0.04525965824723244,0.03930371254682541,0.023508071899414062,0.027449369430541992
data/imgs/PAT_1783_3414_120.png,0.8779167956142677,0.7228613544684674,649,0.04604406207063918,0.18274883812942969,0.5523356751912359,0.032724776653995646,0.07249712618402548,0.06541941255337057,0.002348780632019043,0.05427153408527374,0.0544905811548233,0.02731351926922798,0.0005164444446563721,-0.09365129470825195
data/imgs/PAT_759_1538_566.png,0.9411840246561766,0.8535513762841714,208,0.015634582125330518,0.5242440087630682,0.7113457707026473,0.0007751662901805956,0.09525738850773538,0.036988979389309506,0.00047719478607177734,0.09299062192440033,0.03374609723687172,0.01969178579747677,0.10192874073982239,-0.002079010009765625
data/imgs/PAT_821_1547_77.png,0.8323191345502571,0.6601091169155722,427,0.028280234380667284,0.3436174519174583,0.7595092127452739,0.001362914855564834,0.03922849319937634,0.024327646278100388,0.0009022951126098633,0.03651009127497673,0.019188808277249336,0.01758447475731373,-0.014705866575241089,0.06074124574661255
data/imgs/PAT_1693_3103_879.png,0.57341323889917,0.2701639154892131,317,0.06911662291200495,0.270575705263775,0.6200086400607987,0.008088647667353954,0.07135147374366271,0.05721409031335635,0.004806339740753174,0.05935658887028694,0.05457143113017082,0.04605332016944885,0.13511480391025543,-0.09971368312835693
data/imgs/PAT_875_1668_588.png,0.9660453958293403,0.8770014196919771,295,0.9648928241999114,0.38855773565447393,0.5006375469059141,0.010241060776718824,0.09350836877491381,0.040825507030777274,0.008766889572143555,0.08532969653606415,0.03541851043701172,0.06093120574951172,0.28435543179512024,-0.18504321575164795
data/imgs/PAT_1653_2916_346.png,0.8541367237883077,0.7539460684912329,353,0.0672356552258116,0.37628718588723165,0.6514800654822516,0.0005602412483159958,0.035124567526392814,0.04718965725165142,0.00027102231979370117,0.027489453554153442,0.032966285943984985,0.01159253716468811,0.05785128474235535,-0.12446361780166626
data/imgs/PAT_1790_3425_942.png,0.9031354726158457,0.801555596869102,173,0.9936898386769594,0.21418032694799932,0.46820779075847535,0.032311449815346394,0.09083435217091695,0.14349987054816882,0.011300265789031982,0.0710926502943039,0.12863527238368988,0.04554855823516846,-0.16952577233314514,-0.2739868462085724
data/imgs/PAT_106_159_325.png,0.9195728435818615,0.6949088411746465,191,0.011312038205783905,0.6144956774756013,0.5350722460120702,0.004215233240284499,0.12120985059594647,0.04515861607174999,0.0028409957885742188,0.10677838325500488,0.03552854061126709,0.039176683872938156,0.23178115487098694,-0.09417212009429932
data/imgs/PAT_435_854_68.png,0.8122660087859914,0.5940917811508628,308,0.024026558011390177,0.2626976289243949,0.5821759921423489,0.03198245785137155,0.09011286685342985,0.0609134589390361,0.027830183506011963,0.08771447837352753,0.055408526211977005,0.08974970132112503,0.09913723170757294,-0.08857101202011108
data/imgs/PAT_1902_3790_168.png,0.7925838130707817,0.5232899561169907,141,0.06837022746659083,0.12503541625511516,0.2971871429502184,0.30404971142332116,0.06968814954406737,0.060875077873634116,0.14432978630065918,0.06094912812113762,0.04492373764514923,0.02336037904024124,-0.11435450613498688,-0.17724737524986267
data/imgs/PAT_42_58_13.png,0.9658337656347677,0.8669227438520999,298,0.02262318753949835,0.6106201166402512,0.5206538388124952,0.001498477842045709,0.07340798480561524,0.07073684580857746,0.000934600830078125,0.0625985637307167,0.06182190403342247,0.024631427600979805,0.040995895862579346,-0.09085369110107422
data/imgs/PAT_302_651_529.png,0.9517181930883938,0.8540476576268773,380,0.9674862945016282,0.24150491513415992,0.6213909227177898,0.01396608925006515,0.08493460205687471,0.10412099177469382,0.006320774555206299,0.06520424783229828,0.07313840091228485,0.012025177478790283,0.007084682583808899,-0.043493032455444336
data/imgs/PAT_359_4450_86.png,0.8798655455100124,0.8213173118107602,405,0.9833192386120394,0.17087488669264478,0.710405037022712,0.045006769167606264,0.044461725825964575,0.052938506785829356,0.03329038619995117,0.040190864354372025,0.03883883357048035,0.03119605779647827,-0.00995771586894989,0.004026293754577637
data/imgs/PAT_107_160_609.png,0.896063526537139,0.8274163991497588,326,0.12063633859788829,0.23231029304393241,0.5400502585405244,0.12760561184142016,0.1276972649972115,0.06338750095375614,0.08479773998260498,0.11876173317432404,0.06047836318612099,0.0957731157541275,0.03855457901954651,-0.02564162015914917
data/imgs/PAT_134_201_587.png,0.757419303984252,0.6857249880509466,215,0.022165695376842338,0.6591563041290711,0.5914631100454566,0.0008779809040808662,0.0801457229454052,0.03101562275295149,0.0006852149963378906,0.06797901540994644,0.01842707209289074,0.0031476039439439774,0.03726106882095337,-0.004546999931335449
data/imgs/PAT_1453_1567_250.png,0.9541639767583194,0.8452615529013304,125,0.06017007143198573,0.7243181759369097,0.6530811689640021,0.0016630635311084552,0.10639743702207229,0.1286983636321813,0.0014260411262512207,0.09809507429599762,0.12335357815027237,0.00742650032043457,0.08631443977355957,0.005326747894287109
data/imgs/PAT_79_120_532.png,0.8177332535872941,0.45741252778450203,161,0.04167703206191568,0.5845081385418375,0.5800063326766113,0.000575378854375086,0.057826268818279264,0.03206578170950969,0.00040709972381591797,0.040530961006879807,0.015598777681589127,0.002955351024866104,0.14228230714797974,0.005065560340881348
data/imgs/PAT_1926_3871_371.png,0.46602117221779865,0.3383970619493487,348,0.06664774577712243,0.29319039829829,0.5360631642421045,0.009561671866758381,0.09533560023968836,0.0866028981999955,0.007764041423797607,0.09141413867473602,0.08193831145763397,0.02264278009533882,0.009211122989654541,-0.08435600996017456
data/imgs/PAT_724_1369_896.png,0.8189528596844382,0.7633379471824333,325,0.05906090265191855,0.4757915429477242,0.9786114825358243,0.0051800778107730094,0.11046713384558261,0.02204205874541726,0.0010103583335876465,0.09134649485349655,0.011212244629859924,0.01484660804271698,0.17997318506240845,-0.009592592716217041
data/imgs/PAT_1582_2574_34.png,0.0,0.7399143000659557,86,0.021722990050729304,0.34075557174383264,0.5892177933500695,0.0038507705933460423,0.08858368286246415,0.13196155681446944,0.0027647018432617188,0.0748186782002449,0.11738631874322891,0.01692694053053856,-0.013166844844818115,-0.2834521532058716
data/imgs/PAT_1006_53_716.png,0.8765903307776515,0.861040921242532,90,0.06238085967445817,0.40307219986371406,0.5640818168994216,0.0037096202365594078,0.047233207758797836,0.0873040051629378,0.0033245086669921875,0.04111452028155327,0.08035267889499664,0.007701430469751358,0.03503739833831787,-0.011832475662231445
data/imgs/PAT_1431_1495_511.png,0.7552284866468484,0.31291187715430663,992,0.06274954277177137,0.3772784358076924,0.5409929611817349,0.001160289776557022,0.06905268263464087,0.05111053437490386,0.0007483363151550293,0.058197323232889175,0.0362076461315155,0.016467906534671783,0.1399414986371994,-0.025674819946289062
data/imgs/PAT_944_1795_371.png,0.8621279776539013,0.7816667695470563,276,0.012769948265382266,0.2999762347386617,0.5503942435010473,0.019477892166102073,0.09125001217820786,0.05701238149787657,0.015708327293395996,0.07912332564592361,0.0581304170191288,0.02492411620914936,0.16691511869430542,-0.07729226350784302
data/imgs/PAT_793_1512_327.png,0.8695519967560968,0.8241638989669451,223,0.04470479668567923,0.3499054958942183,0.49076783436531524,0.0070727242964032655,0.09787306546040744,0.04632229018356211,0.006960093975067139,0.09402263909578323,0.044050320982933044,0.07087333500385284,0.32262906432151794,-0.13779667019844055
data/imgs/PAT_394_1562_579.png,0.9538373803160688,0.8671422749094814,215,0.021521330890052176,0.4813372037131851,0.6205806512087668,0.003140565326679501,0.06644091909035064,0.06533584479033124,0.0021265149116516113,0.05752097815275192,0.0598502978682518,0.037963345646858215,0.041634202003479004,-0.06758826971054077
